uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,geom
73589,,NYSOMH: 842099-7747-632,CAMBA Supported Housing/Kings County - Comm. Svcs,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,CAMBA Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
16059,,,"Bp Environmental Consultants, Inc D/B/A Environmental Services",1600,Horizon Dr,1600 Horizon Dr,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Bp Environmental Consultants, Inc D/B/A Environmental Services",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000003FA68E32C8CD52C053F7CC2E4F214440
73521,,NYSOMH: 419099-7320-022,SUS Boston Road SP/SRO,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Services for the Underserved Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
24238,,,SNAP Hunts Point Office,845,Barretto,845 Barretto St.,Bronx,Bronx,2,10474,,,,,,,,,,,Health and Human Services,Human Services,Financial Assistance and Social Services,SNAP Centers,,,,,,,,Public,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS,NYCHRA/DSS: HRA Locations,NYCHRA/DSS: https://www1.nyc.gov/site/hra/locations/locations.page,NYCHRA/DSS: 2017-02-27,hra_facilities_centers,,
75930,,"NYCHHS: 20150000513,20150000571","Transitional Services For New York, Inc",,,,,,,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Behavioral Health Care Coordination Service Dollars Mental Health,,,,,,,,Non-public,"Transitional Services For New York, Inc",Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
73475,,NYSOMH: 109099-7422-002,Comm Access NYC DMH - Franklin Avenue SRO,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Community Access Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75696,,"NYCHHS: 20151403260,20151403261,20151403262,20151403263,20151403264,20151422027,20151422341,20151422505",Play Study Win Inc.,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,Play Study Win Inc.,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
4665,,,Manuel Lopez Landscaping,30,Drake Avenue,30 Drake Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Manuel Lopez Landscaping,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000008042E607D7252C0905F103075734440
17049,,,Morreale Asphalt Paving Corp.,4,Hillmont Terr,4  Hillmont Terr,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Morreale Asphalt Paving Corp.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000182551AC028E52C018E354EAB82A4440
75559,,"NYCHHS: CT126020161400064,CT126020161403563,CT126020161413608",Sco Family Of Services,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,Sco Family Of Services,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
75396,,NYCHHS: CT106820171403816,"Shirley Chisholm Day Care Center, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Shirley Chisholm Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
24389,,,Nf Landscape Contracting,15-39,Islip Ave,15-39 Islip Ave,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Nf Landscape Contracting,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000DCA0931A984C52C0F0F9831044644440
10888,,,"Citywide Youth Opera, Inc.",,,P. O. Box 3647,New York,Manhattan,1,10163,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Music,,,,,,,,Non-public,"Citywide Youth Opera, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
16820,,,Modo Serio Inc.,340,Elwood Avenue,340 Elwood Avenue,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Modo Serio Inc.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000007B660707E77252C095E5D504B88D4440
59948,,NYCHHS: 4118,Queens Housing Help Program,89-17,Sutphin Avenue,89-17 Sutphin Avenue,Jamaica,Queens,,11435,,,,,,,,,,,Health and Human Services,Human Services,Legal and Intervention Services,Legal Services Initiatives,,,,,,,,Non-public,The Legal Aid Society,Non-public,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-07-26,hhs_facilities_proposals,,
67793,,,McDougald Jackson Leake Community Development Corporation,,,P.O. Box 488,Bronx,Bronx,2,10453,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,"Multi-Discipline, Performing",,,,,,,,Non-public,McDougald Jackson Leake Community Development Corporation,Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73649,,NYSOMH: 209099-7720-668,ICL Supp Housing/Supp Housing CL Kings Cty - Comm Svcs,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Institute for Community Living Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
45917,,,"Visual Understanding in Education, Inc",109,South Fifth Street,109 South Fifth Street,New York,Manhattan,1,11211,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Visual Arts,,,,,,,,Non-public,"Visual Understanding in Education, Inc",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
73567,,NYSOMH: 668099-8885-632,Black Vets Supported Housing/SH Kings County - Comm Svcs,,,,Brooklyn,Brooklyn,3,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Black Veterans for Social Justice,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
3016,,,"Triple Candie, Inc.",,,C/O Bancroft/Nesbett,New York,Manhattan,1,10031,,,,,,,,,,,Libraries and Cultural Programs,Cultural Institutions,Other Cultural Institutions,Visual Arts,,,,,,,,Non-public,"Triple Candie, Inc.",Non-public,NYCDCLA: City,NYC Department of Cultural Affairs,NYCDCLA,NYCDCLA,NYCDCLA: DCLA Cultural Organizations,NYCDCLA: https://data.cityofnewyork.us/Recreation/DCLA-Cultural-Organizations/u35m-9t32,NYCDCLA: 2017-04-07,dcla_facilities_culturalinstitutions,,
15859,,,Barnum Isle Leasing Corp,4,Pettit Place,4 Pettit Place,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Barnum Isle Leasing Corp,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E61000006C88D5B3E16952C05934F2F1AC4C4440
16959,,,"F&Y Munoz Trucking, Inc.",51,Marcy Street,51 Marcy Street,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"F&Y Munoz Trucking, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000CC36BCECF88B52C07888BB9861674440
73904,,NYSOMH: 000865-8120-631,BASICS Supported Housing/Queens - Comm Svcs,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,Bronx Addiction Svcs Integrated Concepts Syst,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
16751,,,Anibal Landscaping Corporation,25,B Hendricks Ave.,25 B Hendricks Ave.,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Anibal Landscaping Corporation,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000CAF048C50E6752C0CC7CC469FD5A4440
75390,,NYCHHS: CT106820171403815,Paul's House,500,Bergen Street,500 Bergen Street,Bronx,Bronx,,10455,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Sheltering Arms Children And Family Services, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
22887,,,Delgado 2 Trucking LLC,227,59th Street,227 59th Street,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Delgado 2 Trucking LLC,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000E89E66C2CF8052C0E891C859A3644440
75204,,NYCHHS: CT106820171403657,"Citizens Care Day Care Center, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Early Learn NYC: New York City's Early Care and Education Services,,,,,,,,Non-public,"Citizens Care Day Care Center, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCHHS,NYCHHS: HHS Accelerator - Financials Contracts,,NYCHHS: 2016-07-26,hhs_facilities_financialscontracts,,
16071,,,Fratello Construction Corp.,134,Milbar Blvd,134 Milbar Blvd,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Fratello Construction Corp.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000060F2C7A9B05A52C0103B40D001604440
68290,,NYCDFTA: 3C201,New York Foundation For Senior Citizens Inc,11,Park Place Suite 1416,11  Park Place Suite 1416,New York,Manhattan,,10007,,,,,,,,,,,Health and Human Services,Human Services,Senior Services,Senior Services,,,,,,,,Non-public,New York Foundation For Senior Citizens Inc,Non-public,NYCDFTA: City,NYC Department for the Aging,NYCDFTA,NYCDFTA,NYCDFTA: DFTA Contracts,NYCDFTA: https://data.cityofnewyork.us/Social-Services/DFTA-Contracts/6j6t-3ixh,NYCDFTA: 2017-05-05,dfta_facilities_contracts,,
4706,,,"Vintage Lawncare, Inc.",68,Wishing Well Rd,68 Wishing Well Rd,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,"Vintage Lawncare, Inc.",Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E610000099AED5F8C8C352C0C4993B961B7D4440
75633,,"NYCHHS: 20151403150,20151403271",82nd Street Academics,,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,82nd Street Academics,Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
73920,,NYSOMH: 445099-8548-631,ComuniLife Supported Housing/Queens - Community Services,,,,,Queens,4,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,ComuniLife Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
75906,,NYCHHS: 20150002165,Southeast Bronx Neighborhood Centers Inc,,,,,,,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Developmental Disabilities Program Grant Mental Health,,,,,,,,Non-public,Southeast Bronx Neighborhood Centers Inc,Non-public,NYCDOHMH: City,NYC Department of Health and Mental Hygiene,NYCDOHMH,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
75730,,"NYCHHS: 20151402362,20151402363,20151402364,20151402365,20151402366,20151402367,20151402368,20151402369,20151402370,20151402431,20151402432,20151402433,20151402434,20151402435,20151402436,20151402437,20151402439,20151402440,20151402441,20151402442,20151402443,20151402444,20151402445,20151402446,20151402447,20151402448,20151402449,20151402450,20151402451,20151402452,20151402453,20151402454,20151402455","Sports & Arts In Schools Foundation, Inc.",,,,,,,,,,,,,,,,,,"Education, Child Welfare, and Youth",Youth Services,Comprehensive After School System (COMPASS) Sites,COMPASS Program,,,,,,,,Non-public,"Sports & Arts In Schools Foundation, Inc.",Non-public,NYCDYCD: City,NYC Department of Youth and Community Development,NYCDYCD,NYCHHS,NYCHHS: Financial Management System - Human Services Contracts,,NYCHHS: 2016-07-26,hhs_facilities_fmscontracts,,
73503,,NYSOMH: 300099-6275-631,Pibly NYC DOHMH NY/NY I - Access Houses Supported SRO,,,,Bronx,Bronx,2,,,,,,,,,,,,Health and Human Services,Health Care,Mental Health,Residential Mental Health,,,,,,,,Non-public,PIBLY Residential Programs Inc.,Non-public,NYSOMH: State,NYS Office of Mental Health,NYSOMH,NYSOMH,NYSOMH: Local Mental Health Programs,NYSOMH: https://data.ny.gov/Human-Services/Local-Mental-Health-Programs/6nvr-tbv8,NYSOMH: 2017-05-05,nysomh_facilities_mentalhealth,,
4615,,,Msm Empire Construction Corp.,128,Roselle Street,128 Roselle Street,,,,,,,,,,,,,,,Core Infrastructure and Transportation,Solid Waste,Solid Waste Transfer and Carting,Trade Waste Carter Site,,,,,,,,Non-public,Msm Empire Construction Corp.,Non-public,NYCBIC: City,NYC Business Integrity Commission,NYCBIC,NYCBIC,NYCBIC: Approved licensees and registrants for trade waste,NYCBIC: https://data.cityofnewyork.us/Business/Approved-licensees/7atx-5a3s,NYCBIC: 2016-08-27,bic_facilities_tradewaste,,0101000020E6100000E4659A45666852C09011ECC19A604440
21887,,,Richmond Job Center,201,Bay,201 Bay St.,Staten Island,Staten Island,5,10301,,,,,,,,,,,Health and Human Services,Human Services,Workforce Development,Job Centers,,,,,,,,Public,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS: City,NYC Human Resources Administration/Department of Social Services,NYCHRA/DSS,NYCHRA/DSS,NYCHRA/DSS: HRA Locations,NYCHRA/DSS: https://www1.nyc.gov/site/hra/locations/locations.page,NYCHRA/DSS: 2017-02-27,hra_facilities_centers,,
68284,,NYCDCP: B205,Atlantic Terminal,,,Atlantic Terminal,Brooklyn,Brooklyn,3,,,,,,,,,,,,"Parks, Gardens, and Historical Sites",Parks and Plazas,Privately Owned Public Space,Privately Owned Public Space,,,,,,,,Non-public,Not Available,Non-public,"NYCDCP,NYCDOB: City",NYC Department of Buildings;NYC Department of City Planning,NYCDCP;NYCDOB,NYCDCP,NYCDCP: New York City Privately Owned Public Space Database,NYCDCP: https://nycopendata.socrata.com/Housing-Development/Privately-Owned-Public-Spaces/fum3-ejky,NYCDCP: 2000-01-01,dcp_facilities_pops,,
